1.135324954986572266e+01	-3.583805084228515625e+00	-1.036309361457824707e+00
7.555661678314208984e+00	-3.924199342727661133e+00	1.556865882873535156e+01
1.161614131927490234e+01	-9.773570060729980469e+00	-2.364301204681396484e+00
-1.186509895324707031e+01	-6.786142826080322266e+00	-1.583607792854309082e+00
1.363219642639160156e+01	-1.216494739055633545e-01	-5.788751840591430664e-01
6.109626770019531250e+00	1.133885955810546875e+01	-2.178522586822509766e+00
1.406233882904052734e+01	7.544321060180664062e+00	6.203453540802001953e+00
8.810400962829589844e+00	-8.345563888549804688e+00	-3.574794530868530273e+00
-8.442859649658203125e+00	-8.695435523986816406e+00	1.372267723083496094e+01
-2.068258523941040039e+00	1.027946829795837402e+00	7.995480537414550781e+00
-4.017457008361816406e+00	4.516983509063720703e+00	1.139309215545654297e+01
8.430068969726562500e+00	-8.166758537292480469e+00	8.549769401550292969e+00
-6.156491279602050781e+00	-7.685997486114501953e+00	-2.616750717163085938e+00
1.318728029727935791e-01	2.242842197418212891e+00	7.997912406921386719e+00
2.973031044006347656e+00	-2.266431570053100586e+00	-9.368396759033203125e+00
3.403903245925903320e+00	1.048824691772460938e+01	-1.377156066894531250e+01
3.896655797958374023e+00	1.893764615058898926e+00	-6.375741958618164062e+00
1.077405261993408203e+01	6.704379558563232422e+00	5.672238349914550781e+00
1.453609275817871094e+01	3.081963777542114258e+00	5.637140274047851562e+00
-6.581128120422363281e+00	8.639779090881347656e+00	8.456874847412109375e+00
2.789506912231445312e+00	1.192947769165039062e+01	-1.635858535766601562e+01
2.112564086914062500e+00	1.741275215148925781e+01	5.656699180603027344e+00
4.468784332275390625e+00	-1.243724250793457031e+01	-3.501737356185913086e+00
-8.583101272583007812e+00	-8.489610671997070312e+00	1.363722419738769531e+01
-6.825239062309265137e-01	7.497579097747802734e+00	-1.004106712341308594e+01
4.805492401123046875e+00	2.660377919673919678e-01	-2.682007074356079102e+00
1.650177359580993652e+00	1.279161834716796875e+01	1.427081942558288574e+00
1.024927902221679688e+01	7.575484752655029297e+00	1.397833347320556641e+00
-4.415989398956298828e+00	-4.627615928649902344e+00	-3.845049142837524414e+00
1.308363080024719238e+00	-1.395721340179443359e+01	-6.953681111335754395e-01
1.633162498474121094e+01	-1.224139785766601562e+01	-3.104137420654296875e+00
1.208109855651855469e+01	4.679696559906005859e+00	6.105867385864257812e+00
-4.904712677001953125e+00	1.041696739196777344e+01	5.008942604064941406e+00
3.778153181076049805e+00	1.676807403564453125e+01	1.582667469978332520e+00
7.767586708068847656e-01	-3.313041925430297852e+00	1.555316162109375000e+01
6.795859813690185547e+00	-1.184416770935058594e+01	-6.631467342376708984e+00
-2.616284847259521484e+00	3.944875955581665039e+00	-1.956491917371749878e-01
1.388879299163818359e+01	-6.653868198394775391e+00	2.708072423934936523e+00
-3.106321811676025391e+00	6.221361756324768066e-01	-1.690357589721679688e+01
1.467997741699218750e+01	5.896811008453369141e+00	4.738566398620605469e+00
